statement,source,veracity,date,lemmas
Says diversity visa immigrants are not vetted.,Sarah  Huckabee Sanders,0,2017-11-02,diversity visa immigrant vet
"""We are spending more on affordable housing than we're spending on Dix Park right now.""",Nancy McFarlane,1,2017-11-02,spend affordable housing spend dix park right
"""California Democrat Maxine Waters charged on 3 counts.""",Bloggers,0,2017-11-02,california democrat maxine waters charge count
"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""",John Cox,0,2017-11-01,cost nearly time california build maintain mile road rest nation
"""Alabama’s Crimson Tide was disqualified from national championship.""",BreakingNews247.net,0,2017-11-01,alabama crimson tide disqualify national championship
"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government.""",Bloggers,0,2017-11-01,actor morgan freeman jail hillary good way restore public faith government
"Says the diversity visa lottery program is ""a Chuck Schumer beauty.""",Donald Trump,0,2017-11-01,diversity visa lottery program chuck schumer beauty
"Says county parties representing more than half the state’s Republican voters approved resolutions ""demanding changes"" in Texas House leadership.",New Leadership PAC,1,2017-11-01,county party represent half state republican voter approve resolution demand change texas house leadership
"Says HIV and AIDS rates have spiked ""due to increased heroin and fentanyl use.""",Edward  Markey,0,2017-10-31,hiv aids rate spike increase heroin fentanyl use
"""Hillary Clinton leaves the country as Mueller indictment is announced.""",FreedomJunkshun.com,0,2017-10-31,hillary clinton leave country mueller indictment announce
"""Breitbart leaks names of four Dems being charged in Mueller’s Russia probe.""",FreedomJunkshun.com,0,2017-10-31,breitbart leak dems charge mueller russia probe
"The University of Missouri saw ""the biggest drop in enrollment of any major university in the country"" since the 2015 protests.",Eric  Greitens,0,2017-10-30,university missouri big drop enrollment major university country protest
"""The six wealthiest people in the world (have) as much wealth as the bottom half of the world’s population, 3.7 billion people.""",Bernie Sanders,1,2017-10-30,wealthy people world wealth half world population billion people
"Says Paul Manafort’s alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign.""",Donald Trump,0,2017-10-30,paul manafort allege crime year ago paul manafort trump campaign
"Says Patrick Morrisey ""ran for Congress in NJ as pro-choice.""",Evan Jenkins,0,2017-10-30,patrick morrisey run congress nj pro choice
"""Jeff Flake’s office leaks names of those charged in Mueller’s Russian probe.""",Bloggers,0,2017-10-30,jeff flake office leak charge mueller russian probe
"""Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history.""",Delaine Eastin,1,2017-10-27,ninety percent people bear end financially parent bear malign millennial chance financially parent despite educate generation history
"What Republicans call the ""death tax"" is the estate tax ""on the ultra wealthy"" which, in 2016, was paid by only ""two out of every 1,000 people.""",Mark Pocan,1,2017-10-27,republicans death tax estate tax ultra wealthy pay people
"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",Doug Jones,0,2017-10-26,roy moore advocate federal government health care altogether mean away medicaid mean away medicare
"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.""",Donald Trump,0,2017-10-26,gop plan support big tax cut history
"""Youngest world leader bans George Soros’s Foundations from Austria.""",Bloggers,0,2017-10-26,young world leader ban george soros foundations austria
"""The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.""",Travis Forward,0,2017-10-25,travis county proposition raise taxis old property taxis frozen
"""People who die from a home invasion make up a sad but minuscule .04% of all gun murders in the U.S. And over a third of them are killed by their own gun that the criminal has either stolen or wrestled from them.""",Michael Moore,0,2017-10-25,people die home invasion sad minuscule gun murder kill gun criminal steal wrestle
"""There are parks in Southeast Raleigh that still don’t have air conditioning in the gym""",Charles Francis,1,2017-10-25,park southeast raleigh air conditioning gym
"""The city (of St. Louis) is no stranger to violence. There were 5,762 violent crimes in 2015 alone, including 188 homicides. The highest rate per capita in the country, according to FBI crime statistics.""",Pete Hegseth,1,2017-10-24,city louis stranger violence violent crime include homicide high rate capita country accord fbi crime statistic
"Insurance companies ""have made a fortune with Obamacare.""",Donald Trump,0,2017-10-23,insurance company fortune obamacare
"""Opioid crisis (is) the worst in ObamaCare expansion states!""",Matt Gaetz,0,2017-10-23,opioid crisis bad obamacare expansion state
Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,Bloggers,0,2017-10-23,sarah huckabee sanders dress kkk member halloween
"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem.""",Bloggers,0,2017-10-23,tampa bay lightning hockey player brown fire raise fist national anthem
"""Tulsa school closes after brutal fire.""",React365.com,0,2017-10-23,tulsa school close brutal fire
"""The KKK was founded as the military arm of the Democratic Party.""",Dane County Republican Party,0,2017-10-23,kkk found military arm democratic party
"""Seventy-three percent of our veterans are graduating from drug courts. By contrast, I think most of the people in the very good drug court program — the graduation rate’s like 53, 55 percent. The point of that is that drug courts are working for veterans.""",Eric  Greitens,1,2017-10-21,seventy percent veteran graduate drug court contrast i think people good drug court program graduation rate like percent point drug court work veteran
"""Women in our state will continue to have cost-free access to reproductive health care""",Andrew Cuomo,1,2017-10-21,woman state continue cost free access reproductive health care
"The state and local tax deduction is a major benefit for moderate-income households because ""50% of households that claim State & Local Tax deduction make under $100K.""",Nancy  Pelosi,1,2017-10-20,state local tax deduction major benefit moderate income household household claim state local tax deduction
"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""",John Kelly,0,2017-10-20,dedication fbi building florida frederica wilson stand talk instrumental funding building care constituent money president obama phone money million build building sit
"An undocumented immigrant ""was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.""",Breitbart,0,2017-10-20,undocumented immigrant arrest suspicion arson wine country fire kill resident
"""And over the last six years, Chicago’s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",Rahm Emanuel,0,2017-10-20,year chicago economy grow fast economy new york city washington national average
"NFL players taking a knee during the national anthem is ""against the law.""",Roy Moore,0,2017-10-19,nfl player knee national anthem law
"""And I think that his engagement with Congress is something that never happened under President Obama. They were never allowed to debate it. They were never allowed to discuss it. So, now Congress is going to be fully engaged on the threats of Iran.""",Nikki Haley,0,2017-10-19,i think engagement congress happen president obama allow debate allow discuss congress fully engage threat iran
"""The child tax credit, if we don't do it, there will be no tax relief for working families. How much tax relief working families get under tax reform is entirely dependent on whether or not we put in place an increase to the child tax credit.""",Marco Rubio,1,2017-10-19,child tax credit tax relief work family tax relief work family tax reform entirely dependent place increase child tax credit
"""In the eight years that I was mayor, (there was a) nearly 50 percent drop in violent crime, gang crime — crime went down because we grew our police department, we focused on constitutional community policing, we did some of the most innovative prevention, intervention, job re-entry programs in the nation.""",Antonio  Villaraigosa,1,2017-10-18,year i mayor nearly percent drop violent crime gang crime crime grow police department focus constitutional community policing innovative prevention intervention job entry program nation
